_id,is_closed,name,photo_200,screen_name,type,dt_create,link
-75225414,0,БУДУ Стройной!,https://pp.userapi.com/c622330/v622330286/49a71/WQVQZMga3rs.jpg,letbefit,page,2014,https://vk.com/public75225414
-47118092,0,Кулинарное искусство,https://pp.userapi.com/c308319/v308319991/34e5/AllKeQV9Hlc.jpg,cooklove,page,2012,https://vk.com/public47118092
-29246653,0,Корпорация Зла,https://pp.userapi.com/c639920/v639920112/21aea/hm2UEzfScKk.jpg,evil_incorparate,page,2013,https://vk.com/public29246653
-28277850,0,Путешествия,https://pp.userapi.com/c606530/v606530303/4306/r3vNCpE5RpE.jpg,exp.travel,page,2014,https://vk.com/public28277850
-56106344,0,Палата №6,https://pp.userapi.com/c840736/v840736203/23fb7/RK9DAUCAJsg.jpg,pn6,page,2013,https://vk.com/public56106344
-56414092,0,"Wiki Inventions - Изобретения, наука, технологии",https://pp.userapi.com/c630926/v630926870/304da/oRO-n56GAqc.jpg,wiki_inventions,page,2013,https://vk.com/public56414092
-18496184,0,СТС,https://pp.userapi.com/c824202/v824202255/2e630/vPtygvyytXw.jpg,ctc,page,2012,https://vk.com/public18496184
-40188395,0,Viking Line,https://pp.userapi.com/c604522/v604522891/27975/BDS_YPrhuLM.jpg,vikinglinerussia,page,2014,https://vk.com/public40188395
-53824275,0,Скандинавский стиль в интерьере,https://pp.userapi.com/c621823/v621823612/2fa13/74b8dS-acTk.jpg,maklere,page,2013,https://vk.com/public53824275
-34118551,0,Наука и Факты,https://pp.userapi.com/c624622/v624622046/4fe7f/-A67EkP-WPk.jpg,generaldelusion,page,2015,https://vk.com/public34118551
-23170931,0,Великие Слова | Цитаты и Афоризмы,https://pp.userapi.com/c630721/v630721933/39429/UjP4CLzac9k.jpg,velikieslova,page,2013,https://vk.com/public23170931
-34191936,0,Бизнес-сообщество,https://pp.userapi.com/c624730/v624730172/b87d/dpAFdfBtrzI.jpg,business_soobshestvo,page,2014,https://vk.com/public34191936
-35113021,0,Худей вкусно,https://pp.userapi.com/c637329/v637329057/5b6c0/FWTZb4lyMgc.jpg,recipes40kg,page,2013,https://vk.com/public35113021
-48695892,0,Бермудский треугольник,https://pp.userapi.com/c7008/v7008311/31fdd/02Ylp_uvaHM.jpg,bermuda_trianglee,page,2014,https://vk.com/public48695892
-36086936,0,Эту страну не победить!,https://pp.userapi.com/c622821/v622821327/cc29/tJlY6xo9hZk.jpg,bestland,page,2014,https://vk.com/public36086936
-46252034,0,Naked Science,https://pp.userapi.com/c639827/v639827181/5a041/HZJvgk35W4Y.jpg,nakedsci,page,2013,https://vk.com/public46252034
-40567146,0,Лайфхак,https://pp.userapi.com/c837326/v837326437/1dd67/g4wmumiO1pQ.jpg,lhack,page,2014,https://vk.com/public40567146
-68995594,0,History Porn,https://pp.userapi.com/c637427/v637427438/28fe7/nqjD0f9tse4.jpg,history_porn,page,2014,https://vk.com/public68995594
